n,pattern,seed,policy,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires
10,E,42,nearest_neighbor,52.7364,33.3283,1.5823,4.3207,,161,8,True,-4.412532,False,False
10,E,42,cheapest_insertion,46.7957,33.3283,1.4041,4.3207,,161,8,True,-4.412532,False,False
10,E,42,batch_reoptimize,46.7957,33.3283,1.4041,4.3207,,161,8,True,-4.412532,False,False
10,E,123,nearest_neighbor,38.2301,31.4645,1.215,4.5082,,289,9,True,-5.063064,False,False
10,E,123,cheapest_insertion,37.9717,31.4645,1.2068,4.5082,,289,9,True,-5.063064,False,False
10,E,123,batch_reoptimize,38.4473,31.4645,1.2219,4.5082,,385,9,True,-5.063064,False,False
10,E,7,nearest_neighbor,51.4237,35.0872,1.4656,4.3573,,201,8,True,-7.427249,False,False
10,E,7,cheapest_insertion,46.7686,35.0872,1.3329,4.3573,,201,8,True,-7.732108,False,False
10,E,7,batch_reoptimize,46.7686,35.0872,1.3329,4.3573,,201,8,True,-7.732108,False,False
10,E,99,nearest_neighbor,55.1038,36.9963,1.4894,4.6296,,177,8,True,-3.390519,False,False
10,E,99,cheapest_insertion,47.6616,36.9963,1.2883,4.6296,,209,8,True,-6.025268,False,False
10,E,99,batch_reoptimize,45.4276,36.9963,1.2279,4.6296,,177,8,True,-6.025268,False,False
